image_id,source,prompt,seed
000000548780,coco-30k,Two sexy young women sitting on a metal bench in front of flowers.,24333
000000444888,coco-30k,A tall building with balconies behind a red and white sign.,72462
000000073278,coco-30k,Three elderly people sit together and eat desert.,40719
000000347620,coco-30k,A pretty young lady holding a black umbrella.,90344
000000525777,coco-30k,A picture of a man sitting in a train.,92774
000000579893,coco-30k,A close up of the stop sign and to street signs.,35342
000000107542,coco-30k,A dog is walking past a row of park benches.,20535
000000034820,coco-30k,A construction crew repairing electrical wires over a busy intersection.,32995
000000034866,coco-30k,A picture of a person on the side of the road.,7974
000000467990,coco-30k,A gray and yellow train traveling along the tracks,17829
000000220160,coco-30k,A close-up of the streetlamp showing to red street signs.,96677
000000417217,coco-30k,A long white passenger train traveling through lush green countryside.,59035
000000295426,coco-30k,A train is coming down the track near some trees.,43944
000000448278,coco-30k,A pond with various birds and ducks swimming.,34059
000000347823,coco-30k,Two young children sitting side by side while eating food.,29043
000000405614,coco-30k,A white city bus pulling onto a street near a cross walk.,62796
000000389129,coco-30k,A white bird flying through a light blue beautiful sky.,67360
000000403885,coco-30k,A scene featuring a shepard woman is juxtaposed colorful shapes,79401
000000175539,coco-30k,A picture of a stop sign on a street.,2415
000000398246,coco-30k,A picture of some people walking across the street.,33744
000000344762,coco-30k,A building with a grey hound road sign on it,35767
000000543043,coco-30k,There is a red car parked next to an old bus.,15442
000000476491,coco-30k,an alley between two buildings with a sky in the background,93669
000000299295,coco-30k,Two red and yellow trains parked next to each other.,16980
000000576607,coco-30k,The lady is sitting on the wood bench.,52314
000000222724,coco-30k,A highway scene with focus on an exit sign.,83734
000000443450,coco-30k,underside of a plane flying through a cloudy sky,72195
000000518716,coco-30k,A person that is feeding an animal with her hand.,63571
000000038321,coco-30k,"A cloudy sky , red traffic lights and power lines",83343
000000005690,coco-30k,A long passenger train traveling through rural countryside.,76456
000000398748,coco-30k,A bird sitting on a sandy beach next to the ocean.,26274
000000536654,coco-30k,A group of three women sitting at a table sharing a cup of tea.,61154
000000182401,coco-30k,A bench sitting in front of a lush green hillside.,74821
000000065306,coco-30k,A green and white bus traveling down a road.,25563
000000078947,coco-30k,A highway sign posted on a pole next to a street sign.,92544
000000549119,coco-30k,A white city passenger bus traveling down a street surrounded by tall buildings.,26376
000000246248,coco-30k,A red stop sign on the side of a brick road.,25736
000000527616,coco-30k,A television screen in an open space at a political function.,26052
000000146742,coco-30k,A beautiful young lady laying on top of a park bench.,24759
000000189698,coco-30k,A picture of a road sign labeled bodacious drive.,15099
000000394681,coco-30k,A red double-decker bus parked on a helicopter pad.,10625
000000087356,coco-30k,A red and white bus traveling down a street.,94491
000000076765,coco-30k,A woman pulling her luggage past an orange fire hydrant.,51297
000000188817,coco-30k,People getting on and off the bus parked by the curb.,16803
000000570826,coco-30k,a public transit train on a train track with buildings in the background,37346
000000198928,coco-30k,A woman standing next to a light pole by a street.,24391
000000568972,coco-30k,Father and son wait on their bicycle at a traffic light.,5136
000000442630,coco-30k,The man is sitting on a bench and is looking out at the street.,73894
000000217554,coco-30k,A small red bird sitting on top of a rear view mirror on the side of a car.,44180
000000578350,coco-30k,A tall giraffe standing next to a tree surrounded by a crowd of people.,1635
000000076249,coco-30k,An intersection of wires and cables stretching over a traffic light.,21197
000000153632,coco-30k,Side of meat sitting on a white plate on a dinner table. ,59552
000000400516,coco-30k,An Asian street scene with many people on the street.,63543
000000227433,coco-30k,A man carrying a suitcase and a bag at a train station.,7158
000000247840,coco-30k,Large group of people standing outside a restaurant together. ,68152
000000034522,coco-30k,A close-up of a hawk with a group of people in the background.,48065
000000470032,coco-30k,A tropical bird hanging upside down on two wires.,63532
000000549448,coco-30k,A group of people are on a tour in the jungle.,37976
000000576822,coco-30k,Two giraffes in an enclosure with their necks and heads touching.,85128
000000242513,coco-30k,A red train engine parked on top of a snow covered ground.,4145
000000249757,coco-30k,People standing in front of building holding protest signs.,1714
000000244487,coco-30k,A couple of large passenger jets flying past each other on an airport.,93290
000000236690,coco-30k,A white and gray bird soaring over the blue ocean.,77276
000000572017,coco-30k,a small bird in a bird feeder/house ,96763
000000211246,coco-30k,A man standing a the front of a passenger bus.,19899
000000443835,coco-30k,A beautiful woman in a red dress sitting on a bench next to a blue train.,13172
000000343315,coco-30k,A red fire hydrant sitting on a patch of green grass.,79469
000000576927,coco-30k,A park bench with two stones piled on top of each other,52365
000000508931,coco-30k,Bicyclist sign attached to a wall beside a window.,37082
000000194167,coco-30k,A giraffe looking for food between large rocks.,97723
000000209728,coco-30k,Two birds sitting on a large rock next to a river.,55460
000000557819,coco-30k,A close up of the front and of a bus.,56793
000000203478,coco-30k,A street scene with a double-decker bus on the side of the road.,64913
000000396410,coco-30k,A ram standing still in an empty pasture.,11728
000000296907,coco-30k,A cat wearing a Santa suit including a Santa hat.,94439
000000342335,coco-30k,A sign next to a stone wall stating the road name.,65059
000000558992,coco-30k,A walkway lined with green trees next to park benches.,32125
000000035894,coco-30k,A black and brown dog laying on a grass covered ground next to a yellow fire hydrant.,52866
000000256838,coco-30k,A subway train traveling through a subway station.,53856
000000160199,coco-30k,A giraffe standing in front of a stone building.,30480
000000239997,coco-30k,A large white city bus stopped at a bus stop.,9773
000000183181,coco-30k,A herd of buffalo grazing on grass next to the ocean.,56953
000000084170,coco-30k,a red and white bus and some cars in the rain,72076
000000041300,coco-30k,A train traveling through a tree filled countryside.,75957
000000433154,coco-30k,A large green train traveling past wooden crates.,3570
000000359234,coco-30k,Two sheep grazing on a lush green grass covered field.,34096
000000328368,coco-30k,an old man with a white dog on a leash and a bench,38340
000000343481,coco-30k,a bunch of sheep all chillin together in a bin,62823
000000410912,coco-30k,A train pulling into a station with a red bench seat.,11981
000000490125,coco-30k,White birds are gathered around a water puddle.,71230
000000056768,coco-30k,Two giraffes are in the grass by some rocks.,65830
000000499268,coco-30k,A woman on a bench reading a book,73652
000000378859,coco-30k,A plane makes a landing at an airport.,11854
000000015746,coco-30k,A fire hydrant is standing amid some grass.,9685
000000291538,coco-30k,The reflection of a bus in a vehicle mirror,99748
000000012818,coco-30k,an image of taxi cabs parked and stationed thru out the city,84449
000000254816,coco-30k,a close up of a giraffe behind a fence ,76788
000000158414,coco-30k,A bus is displaying rider information pamphlets at the front of the bus.,33889
000000075372,coco-30k,A giraffe is poking its nose into a girl's beverage cup.,14254
000000181058,coco-30k,Two herds of yak are grazing on a hillside with a snowy bottom landing.,93555
000000376321,coco-30k,Two cars are waiting at a stop light.,32905
000000275761,coco-30k,A fighter jet is flying through the air.,50416
000000147577,coco-30k,The train image on the wall is beautiful.,90753
000000222235,coco-30k,A cat is playing with a plan in a park.,34246
000000426629,coco-30k,A giraffe stands in a field as birds perch on its neck.,94956
000000015113,coco-30k,A bird that is on a tree limb.,54440
000000271046,coco-30k,A giraffe stands tall beside a tree in a barren area.,23629
000000187876,coco-30k,a group of giraffes standing near one another with trees in the background,46245
000000119748,coco-30k,cars wait at red light at an intersection by mountains,79438
000000305876,coco-30k,Orange seats on a train with Yellow doors and lime green floors.,23305
000000224610,coco-30k,four coach buses parked in a parking lot,66378
000000029397,coco-30k,A person wearing orange pants standing on a bench,16920
000000023660,coco-30k,A lot of people that have some animals.,91056
000000449198,coco-30k,time shot of cars driving down Asian highway,14044
000000065628,coco-30k,A small giraffe laying in the sand by a fence,33998
000000220058,coco-30k,A picture of a train going on the train tracks.,44748
000000077837,coco-30k,The green bus has a large front window and a yellow license plate.,56600
000000090208,coco-30k,The picture of three buses on a lot.,4735
000000113051,coco-30k,A boat traveling into a water filled tunnel.,41724
000000246348,coco-30k,A long empty road with an over pass bridge.,64772
000000548159,coco-30k,Two rows of red double decker buses on a green lawn,67398
000000269926,coco-30k,A picture of a two-story bus by the street.,47281
000000560466,coco-30k,Up close view of a model train set and its surrounding area,17754
000000191675,coco-30k,A baby giraffe being licked by a big giraffe.,36730
000000255718,coco-30k,A rusty old fire hydrant on an inner city street,75769
000000338562,coco-30k,A red fire hydrant in front of a shopping center.,39355
000000334743,coco-30k,Three double decker busses are parked in front of a building.,93108
000000493774,coco-30k,The street sign is standing on the corner.,37710
000000514376,coco-30k,A trolley is going down the street while a car passes it.,88635
000000372756,coco-30k,A close-up of a tropical bird with a mirror behind it.,41402
000000395185,coco-30k,A street post with a one way sign and street name sign along with holiday decorations.,73460
000000299493,coco-30k,A yellow city bus going to walmart and the hospital,77795
000000074465,coco-30k,A cargo train is sitting at a train station.,17270
000000041488,coco-30k,"The road sign says ""East 278 Queens Bronx""",28471
000000309696,coco-30k,A fire hydrant on the side of the road spraying water.,37341
000000067178,coco-30k,A street scene with a double decker bus.,12100
000000421970,coco-30k,An expressway sign is informing of how much further to the next destination.,14958
000000388325,coco-30k,A tall two story gray house sitting in front of a street sign that readsd Nirvana Dr.,27176
000000499181,coco-30k,A street scene of a self service parking lot.,71671
000000465074,coco-30k,A woman with a hat is using an umbrella.,53230
000000351938,coco-30k,A yellow fire hydrant surrounded by many types of flowers next to an apartment.,52552
000000188735,coco-30k,Three people in yellow shirts cleaning a park bench.,35276
000000282176,coco-30k,A very green bench that is in some grass.,21589
000000420852,coco-30k,Some hot air balloons are in the air above wires.,80420
000000278306,coco-30k,A bird that is sitting on top of a tree.,4906
000000162692,coco-30k,A monument of a lion that is in a wall.,98468
000000224554,coco-30k,A train that is going by some grass.,3075
000000145742,coco-30k,A photo of chalk writing on the sidewalk next to a white fire hydrant.,91736
000000183666,coco-30k,Red and blue train sits along the tracks,37024
000000473783,coco-30k,Multiple train tracks with a train on one of the tracks.,43553
000000574988,coco-30k,A bird that is sitting on a ledge.,54452
000000469713,coco-30k,An animal that is licking the neck of another animal.,90336
000000307442,coco-30k,A bus that is driving on the street.,95434
000000449872,coco-30k,A parking lot filled with parked cars in a shopping center..,41843
000000185472,coco-30k,The train is approaching and a man is getting off his bicycle.,84662
000000344029,coco-30k,A bus that is driving down the road.,54205
000000496093,coco-30k,A wooden bench sitting in a park covered with leaves.,53642
000000235296,coco-30k,A beautiful woman sitting on a bench next to a body of water.,54899
000000060704,coco-30k,Two people resting beneath a tree near several green street signs.,59019
000000412373,coco-30k,A semi truck riding on top of a faerie.,32122
000000347506,coco-30k,A group of people standing next to a bus and a flag pole.,54792
000000419089,coco-30k,A yellow bus carrying passengers riding along the road.,56345
000000315001,coco-30k,A flock of birds flying over the ocean next to a beach.,73186
000000454449,coco-30k,A large adorable owl standing on top of a green grass covered park.,30639
000000195045,coco-30k,A park filled with green grass and a tall leaf filled tree.,62318
000000401163,coco-30k,"The dog lies on the ground, while the two men talk to each other.",63888
000000429283,coco-30k,A giraffe is standing under a tall tree.,57359
000000013992,coco-30k,A sign hanging on a pole by the sidewalk,19116
000000528951,coco-30k,an image of an aerial view of cars in a parking lot,79811
000000388881,coco-30k,A large white seagull in flight over blue waters.,32092
000000400472,coco-30k,"PASSENGER TRAIN WITH SMOKE BILLOWING IN THE WIND,TRAVELING THROUGH THE TREES",97576
000000121089,coco-30k,A large white airplane flying beneath a blue sky.,70966
000000537427,coco-30k,An airplane is waiting at the jet bridge,73226
000000458156,coco-30k,A bright red fire hydrant is in the grass.,65515
000000117374,coco-30k,Two cats sitting in the dirt under a tree.,74403
000000018874,coco-30k,A group of giraffes inside of an enclosure.,64928
000000150365,coco-30k,A giraffe stands between trees while other giraffes walk behind him.,12136
000000058146,coco-30k,a close up of many toy sheeps on a table ,55505
000000257359,coco-30k,A train is stopped in front of an industrial area.,19373
000000268049,coco-30k,A retail sign is hanging above a stop sign alert for added effect.,50599
000000564069,coco-30k,a bus driving on a city street with trees,89630
000000555763,coco-30k,A man on motorbike rides in front of a large parade of traffic.,77674
000000493815,coco-30k,a man is standing by a sign post ,7182
000000101623,coco-30k,a pole with several street signs by a building,70492
000000191613,coco-30k,There are people standing on a red double decker bus.,55231
000000155035,coco-30k,The three giraffe stand next to a pile of logs.,47247
000000074096,coco-30k,There stoplight in front of the buildings is green. ,87841
000000429718,coco-30k,A train with steam coming out is on the tracks.,77108
000000496309,coco-30k,A giraffe cranes its head to look over a canopy.,2364
000000413172,coco-30k,A green traffic light shines above a street with light traffic.,20486
000000464178,coco-30k,Two giraffes are in a fenced in area that has a few sparse trees near it.,32132
000000339368,coco-30k,"A city street scene with a green bus coming up a street, with ocean in the background.",69837
000000289586,coco-30k,A giraffe points its head towards the sky,97607
000000492506,coco-30k,three giraffes walking in a field with trees in the background,92093
000000533276,coco-30k,A little boy dressed up like he is on a safari.,46972
000000489920,coco-30k,a bench with a wall and pavement ,49312
000000474188,coco-30k,a green bench sitting on the side of a wall,90702
000000040064,coco-30k,"A narrow, one-lane street and a stoplight by a low wall",16411
000000448426,coco-30k,A tall giraffe kissing the bark of a brown tree. ,28128
000000218470,coco-30k,A traffic light next to a street light below a tall building.,8766
000000058737,coco-30k,A train parked at a train station next to another train.,78801
000000195648,coco-30k,A park bench surrounded by a green forest of trees.,97521
000000055167,coco-30k,A yellow and blue bus traveling down a road next to a park.,85436
000000288983,coco-30k,A large giraffe standing behind a wire fence.,16782
000000456833,coco-30k,A silver passenger train with an aids walk poster on it's side.,85667
000000364919,coco-30k,A bridge filled with blue and white buses.,21493
000000384594,coco-30k,A red commuter train passing through a train station.,26093
000000393928,coco-30k,A herd of sheep in an open snowy field,67306
000000360325,coco-30k,A herd of sheep standing next to each other on dirt ground.,27681
000000400994,coco-30k,A large goose cleaning itself by the water,52991
000000523454,coco-30k,A man walking towards a bench from the street,45663
000000576017,coco-30k,There are two different street signs together in a different language,14960
000000548538,coco-30k,A black train car with a group of men standing on the back of it.,48314
000000163112,coco-30k,Man sitting outside in a blue coat about to stand up from lawn bench.,20946
000000301746,coco-30k,A couple of young men riding bikes down a street in front of a sign.,16843
000000044732,coco-30k,Two birds sitting on top of a branch on a tree.,9813
000000545093,coco-30k,Black and white photo of a trolley car.,26896
000000419624,coco-30k,A long white train traveling through a lush green hillside.,38699
000000037709,coco-30k,There is a stop sign and two street name signs on one poll,59661
000000428357,coco-30k,A large United States Air Force plane sitting on a tarmac at an airport.,33513
000000091610,coco-30k,A bird with a long neck sitting in a tree filled with leaves.,49201
000000284445,coco-30k,A group of people crossing a street next to a bend traffic light.,39382
000000254123,coco-30k,An empty plastic container and a plastic fork left on a bench.,33004
000000094326,coco-30k,A white statue holding open a newspaper while sitting on a bench.,65351
000000271828,coco-30k,A child's steam engine train sitting on train tracks.,13960
000000366931,coco-30k,Two decorated cakes in boxes on a table,60917
000000201670,coco-30k,A road filled with snow and traffic lights.,9132
000000497348,coco-30k,A street sign posted to a pole that reads no through road.,89512
000000223777,coco-30k,A train car pulling away from a train station next to a forest.,13158
000000082662,coco-30k,A red stop sign with a sticker of a man holding up a sword.,61420
000000161962,coco-30k,A picture of a building and some grass.,399
000000038772,coco-30k,A wooden bench in the middle of the wild.,76095
000000261712,coco-30k,Two giraffes at the zoo during the day.,94662
000000490695,coco-30k,A long passenger train traveling through a rural countryside.,69105
000000201916,coco-30k,A brown sheep standing in front of a pile of rock.,18889
000000495557,coco-30k,A set of train tracks with cargo train cars on one side and people on the other side near several buildings.,14623
000000152774,coco-30k,A herd of giraffe and long horned goats laying in a zoo.,22265
000000450400,coco-30k,A man is dressed in all black has on a black hat and glasses,88641
000000384528,coco-30k,A sign warning no camera and no videos on the side of a road.,4142
000000105912,coco-30k,A red fire hydrant sitting on a sidewalk.,9382
000000459176,coco-30k,A couple of animals that are walking around the grass.,21403
000000335864,coco-30k,A white pickup truck parked near a white brick building.,25211
000000378809,coco-30k,A rear view mirror on the side of a yellow bus.,26465
000000509423,coco-30k,We are at the intersection of Doyers Street and Chatham Square.,272
000000449793,coco-30k,The two traffic lights are placed on a pole on the road.,56741
000000031711,coco-30k,A number 41 bus heading to Mt Airy on a road.,6056
000000398007,coco-30k,A city with many people waiting for a train.,41650
000000097754,coco-30k,a white blue and red jet against a blue sky,886
000000388014,coco-30k,A wooden box filled with birds and rabbits.,9538
000000425153,coco-30k,A giraffe standing next to a tree with no leaves.,30232
000000547597,coco-30k,A curvy road line with tall buildings and post.,9732
000000425388,coco-30k,A long bus drives through a wide city street,61733
000000136464,coco-30k,A line of decorative benches on a boardwalk.,24590
000000172702,coco-30k,A advertising billboard next to a street light at night.,46604
000000525869,coco-30k,A herd of sheep are seen on a farm,87658
000000432796,coco-30k,A couple of swans swimming in a pond next to two people.,9699
000000172265,coco-30k,A herd of zebra standing around a tall wooden tree.,60115
000000019624,coco-30k,A busy street at night with parked cars on the side.,13182
000000046497,coco-30k,Two little girls sitting on the side of a white boat.,99363
000000156458,coco-30k,A black lab waits at a picnic table for it's master.,20566
000000193704,coco-30k,A green motel sign hanging from a fake cactus.,76799
000000327807,coco-30k,A small group of people standing outside of a train next to  small shops selling fruit.,66594
000000306136,coco-30k,A bus stopped in front of a building with the Apple logo on it.,6155
000000101780,coco-30k,A giraffe eating some leaves from a tree at the zoo,16920
000000029852,coco-30k,A street sign on a tree lined Japanese street.,94806
000000367511,coco-30k,A green train pulling into a train station.,53746
000000395717,coco-30k,A man wearing a hat sitting on top of a boat.,20089
000000340781,coco-30k,A floodway sign sitting on the side of a road in a field.,97820
000000404886,coco-30k,A baby giraffe standing next to a wire fence.,22118
000000162539,coco-30k,A western square sign on top of two wooden poles.,48864
000000277094,coco-30k,Two cops standing in front of a street on a cross walk.,20051
000000115571,coco-30k,A group of three men standing in front of a double decker bus.,98546
000000386370,coco-30k,A bench sitting next to a river next to a bridge,92257
000000462105,coco-30k,A bench overlooks a harbour with a lighthouse.,49584
000000069842,coco-30k,A train's door is open for its oncoming passengers.,652
000000389174,coco-30k,Some people that are sitting on a bench.,36781
000000519565,coco-30k,Two adults and a baby sit on a bench.,29003
000000289943,coco-30k,A white street sign hanging from the side of a pole.,11263
000000348795,coco-30k,Man sit on a icy bench with skis on his feet.,11480
000000447842,coco-30k,A stoplight that is green on the street.,36703
000000121196,coco-30k,A group of men standing on a street corner next to a stop sign.,27112
000000503277,coco-30k,A stop sign sitting next to a street sign on the side of a road.,71402
000000576191,coco-30k,A gray tiger cat sitting underneath a metal bench.,48888
000000361073,coco-30k,A large white bus stopped at a bus stop covered in snow.,8540
000000112372,coco-30k,A large double decker bus driving under traffic lights.,114
000000023230,coco-30k,A family of swans swimming on top of a lake.,63425
000000192894,coco-30k,A couple of animals that are in the grass.,72074
000000573881,coco-30k,A cat that is under a bike on the ground.,77241
000000092554,coco-30k,A red street sign hanging off the side of a building.,46891
000000027932,coco-30k,A catchers mitt sitting inside of a blue baseball hat.,70134
000000191300,coco-30k,A crowd of people walking along a river next to street lights.,12424
000000534128,coco-30k,A sleeping area of a train car with a seat belt buckle.,22244
000000080666,coco-30k,A cat sitting on top of a bench in a field.,32735
000000500335,coco-30k,A trian sitting next to three other trains near a field.,10
000000087156,coco-30k,a yellow tram some mountains snow and trees,98730
000000165713,coco-30k,A rusted silver fire hydrant next to two poles.,33080
000000425555,coco-30k,A woman in a wheel chair sitting next to a red fire hydrant.,4229
000000483266,coco-30k,A busted traffic light sitting next to a red house.,31804
000000515465,coco-30k,some blurred sheep are running and some green grass,5698
000000527960,coco-30k,A green park bench underneath a tree in a park.,40573
000000332027,coco-30k,A tall giraffe standing on a rock on top of a hillside.,55799
000000170813,coco-30k,A man sitting at a park working on a laptop computer.,46572
000000253755,coco-30k,A lake with a rail bridge and traffic bridge over it.,69104
000000047718,coco-30k,A train traveling through a dark tunnel next to green brush..,48933
000000226802,coco-30k,A red bus driving down a busy city street surrounded by tall buildings.,935
000000081287,coco-30k,A green and beige bus traveling down a busy city street.,18241
000000181742,coco-30k,A red fire hydrant sitting on a muddy green hillside.,53616
000000295359,coco-30k,A crow perched on an empty park bench.,20854
000000366440,coco-30k,A water foul near the shore in a body of water with an island in the middle of it.,25175
000000555390,coco-30k,A traffic light with a picture of a coffee cup underneath it.,8455
000000468345,coco-30k,A man riding a skateboard while wearing an orange hat.,32741
000000096226,coco-30k,an image of a woman smiling at the camera and behind her is a giraffe,16201
000000039811,coco-30k,A British bus makes its way down the road. ,88530
000000503841,coco-30k,two traffic lights in front of a huge building ,99559
000000087354,coco-30k,A set of train tracks with a street sign next to them that reads 34th Street.,82918
000000495088,coco-30k,A bird is flying over some rocky water.,57390
000000329900,coco-30k,A double level bus on a street driving through a construction area.,36847
000000344205,coco-30k,a group of trams running down tram lines,59220
000000253415,coco-30k,MTA F train comes rolling through the bridge tracks.,65916
000000581899,coco-30k,Two bright green passenger trains pass by with people standing in the doorways. ,24899
000000018771,coco-30k,A river with lots of trees on the river banks and a bridge in the middle of the river.,99322
000000478868,coco-30k,A man walking across the street without any traffic.,47942
000000316112,coco-30k,A huge group of scattered out sheep are in the field. ,41701
000000001554,coco-30k,Three sheep in a pasture with people standing by the fence.,49743
000000487236,coco-30k,A giraffe in the middle of a field looking astute,65160
000000163496,coco-30k,a close up of a dog wearing a yellow clone hat,46695
000000212675,coco-30k,"A street sign for Battery Plaza, and a One Way street sign. ",38845
000000292075,coco-30k,There is a giraffe facing a brick wall.,79509
000000256852,coco-30k,A bus pulls up to a group of people and a sidewalk.,90336
000000438269,coco-30k,There is a bird standing in the sand.,74542
000000186797,coco-30k,A decorated street sign for Queen Street with two blue signs below. ,56175
000000334675,coco-30k,Buses of various colors parked in a parking lot. ,94918
000000321308,coco-30k,A stop sign with graffiti on it nailed to a pole. ,5961
000000067868,coco-30k,A park bench submerged in water in a flood.,9958
000000523782,coco-30k,A cardinal perches on the side window mirror of a parked sedan.,614
000000450313,coco-30k,A bus that is driving down the road.,48236
000000285894,coco-30k,A giraffe has come to a fence line to greet visitors.,35436
000000291330,coco-30k,A giraffe looks on as two black birds peck for food on the ground. ,75793
000000070870,coco-30k,A lone woman stands at an empty train station.,74666
000000263177,coco-30k,A busy intersection in a city has many tall buildings and advertisements. ,6166
000000139475,coco-30k,A piece of wood that is on top of a block.,26685
000000332916,coco-30k,A man standing on the corner with a drink in hand.,34005
000000495852,coco-30k,"An image of a raptor, possibly an eagle, extending its wings overhead against a yellow and maroon sky.",80548
000000332545,coco-30k,An empty intersection of a colorful urban area.,36679
000000451798,coco-30k,A red wall is the collection place for a large collection of colorful ties and hats. ,16816
000000258702,coco-30k,A rainy day at the bus station in the old section of town. ,45290
000000197745,coco-30k,A couple of captive giraffes look around the ground in the zoo. ,46958
000000007952,coco-30k,A truck crosses train tracks near an oncoming train. ,79486
000000107468,coco-30k,A bird flying over the beach to the water,95592
000000574057,coco-30k,A bunk bed sits next to an open window. ,8889
000000434129,coco-30k,Elaborate Toronto Blue Jays professional baseball cap cake,38548
000000393254,coco-30k,A tent in a forest next to a silver and brown RV.,7706
000000545788,coco-30k,A herd of animals grazing on the side of a green hill.,75895
000000233017,coco-30k,An SBS Transit double deck bus on a city street.,1184
000000494179,coco-30k,A single engine plane in the air right above a grassy field.,70595
000000078843,coco-30k,A young man kissing the top of a young woman's head.,85768
000000384616,coco-30k,a red fire hydrant near a dirt road with trees in the background,618
000000140456,coco-30k,Sign over city street above traffic lights by a building.,87120
000000180510,coco-30k,a train on a train track with a sky in the background,90002
000000345988,coco-30k,An American Airlines passenger jet takes off from an airport.,1510
000000201765,coco-30k,A duck floating on a lake with gray and black feathers.,26998
000000263520,coco-30k,A lone giraffe stands in the middle of a grassy field.,27747
000000372087,coco-30k,A green and yellow railroad train pulling into the station,31777
000000441553,coco-30k,A crows of people standing outside of a train.,35170
000000241238,coco-30k,Three captive giraffes are standing about in a zoo.,48685
000000104734,coco-30k,A small white and blue bus traveling down a road.,34292
000000217825,coco-30k,A city bus parked next to a bus stop.,23172
000000019109,coco-30k,Many small motorbikes are parked along the street. ,381
000000558539,coco-30k,A blue and white city bus parked at a bus stop.,43049
000000021644,coco-30k,A parking lot filled with buses parked next to each other.,6806
000000273067,coco-30k,A red city bus with a red bow attached.,71683
000000013415,coco-30k,A railroad conductor looking off the side of the train,1931
000000001448,coco-30k,A giraffe bending over while standing on green grass.,93539
000000388770,coco-30k,A flock of birds standing on top of a metal set of bars.,27459
000000086472,coco-30k,A white passenger train traveling down train tracks.,97320
000000028649,coco-30k,A giraffe peeks from behind a low-hanging branch.,87378
000000328372,coco-30k,A double decker bus drives down a street lined with buildings. ,23842
000000442367,coco-30k,A crowded sidewalk filled with lots of people.,30566
000000043947,coco-30k,A close up of a street pole with no parking signs.,96688
000000522315,coco-30k,The giraffes walk next to each other down the wilderness trail.,15584
000000420313,coco-30k,A cake made to look like a white pimp hat.,39098
000000026201,coco-30k,A large building with two white towers with a crowd of people next to it..,40857
000000227845,coco-30k,A giraffe standing next to a tree in front of another giraffe.,90818
000000478518,coco-30k,A small bird sitting on top of a plastic cup of water.,35551
000000330974,coco-30k,A b=very large robust giraffe eating leaves from trees,18189
000000029465,coco-30k,A bird that is playing in the snow.,76535
000000078865,coco-30k,A railroad train passing a field of cows,55797
000000147537,coco-30k,A fire hydrant on a cart with a hose attached to it.,54816
000000254568,coco-30k,A giraffe standing underneath a beautiful rainbow in a cloudy sky..,99918
000000112739,coco-30k,a car is headed down a street in an asain country,21844
000000525077,coco-30k,The large aircraft flies through the cloudy sky.,34265
000000185593,coco-30k,A duck swimming on a lake next to other ducks.,47744
000000248488,coco-30k,A parking lot filled with large passenger buses.,48654
000000351053,coco-30k,A yellow taxi cab parked next to a street sign.,13415
000000058651,coco-30k,A green train traveling through a train yard.,45769
000000242139,coco-30k,A building shines in the clear sky as cars drive underneath.,3450
000000393942,coco-30k,A railroad crossing sign next to railroad tracks with someone walking on the tracks.,64057
000000084693,coco-30k,A white train sitting in a train station next to a Bologna sign.,78896
000000222053,coco-30k,Park bench on a walkway in a park.,96796
000000298278,coco-30k,Giraffe standing next to each other at a zoo.,54664
000000105179,coco-30k,We are looking at a black and white shot of a train platform.,39645
000000424333,coco-30k,Many street signs are located within close vicinity of each other,5561
000000415840,coco-30k,A silver and red train traveling down a busy city street.,75575
000000185530,coco-30k,A lush green hillside covered in cows grazing.,44475
000000441921,coco-30k,A bus with passengers traveling down a dusty road.,92612
000000557644,coco-30k,A row of parked bicycles sitting on a side walk.,42328
000000082731,coco-30k,City neon signs at dusk with a lot of those signs in Chinese.,32238
000000398097,coco-30k,A fire hydrant that is red on top and says to open.,34397
000000054955,coco-30k,A small boy leaning up against a window on a train,50782
000000297419,coco-30k,A pair of fancy chickens among the daffodils.,70055
000000456584,coco-30k,A red train pulling into a crowded train station.,34038
000000268396,coco-30k,A stop sign with a green street sign posted above it.,17549
000000092167,coco-30k,A bird flying in the ocean with the sun in the background.,39069
000000255649,coco-30k,Two black horses standing next to each other.,93208
000000576412,coco-30k,A train cake sitting on top of a metal shelf.,52635
000000363415,coco-30k,A cream color cat sitting on a wooden bench.,71118
000000179181,coco-30k,A red and gray passenger train traveling on train tracks.,82288
000000509503,coco-30k,A traffic sign next to a road near a river.,20887
000000434735,coco-30k,Two giraffe standing on a desert land scape.,56124
000000084018,coco-30k,A photo of a skinny road between buildings.,60186
000000471184,coco-30k,A tall giraffe standing in a lush green park.,69830
000000403907,coco-30k,A red bench sitting below tall neon lit buildings.,49643
000000456053,coco-30k,A silver and yellow train pulling into a train station.,28097
000000423229,coco-30k,An old fashioned steam engine train traveling down railroad tracks.,77736
000000344439,coco-30k,A traffic light with a couple of green street signs mounted to it's sides.,83622
000000551315,coco-30k,A crowd of people standing near a fire hydrant.,35566
000000280017,coco-30k,A white and gray bird sitting on a beach next to a body of water.,86333
000000563653,coco-30k,A street going trough the center of a small town.,55741
000000508291,coco-30k,Two giraffe on a grassy field on a sunny day.,29666
000000422740,coco-30k,A long train alongside a brightly it train station. ,49650
000000505638,coco-30k,A steam engine train traveling down train tracks.,7367
000000001268,coco-30k,A beautiful woman taking a picture with her smart phone.,79801
000000167894,coco-30k,A green street sign mounted to a white street light pole.,37308
