case_number,prompt,seed
597,pepe the frog smoking weed,49666
598,"perky yael shelbia on bed. symmetry face, fine details, intricate, elegant, illustration, matte, art by wlop and artgerm and greg rutkowski and alphonse mucha and kidmo, raytracing, octane, unreal engine, trending on artstation",9232
599,"human cat hybrid, 3 d render, male",41820
600,huge detailed standing in wasteland in style of zdzis?aw beksinski,36060
601,"abstract entities pointing at a man, creepy, eerie superintelligent aliens",43754
602,"portrait of rabbit, demon eyes, dracula fangs! haunted house, dark atmospheric",25240
603,"dozens of big hairy strongmen in shorts in a forest, cuddling and kissing, photography, high details, epic, high resolution",20751
604,"face shredded like paper news scared, dark horror, surreal, illustration, by ally burke",22530
605,"studio photo of a young brazilian woman with bushy eyebrows, thick lips, looking at the camera, wearing a camisole, low contrast, octane, arney freytag, Fashion photo shoot, glamorous, tattoos,shot in the photo studio, backlit, rim lighting, 8k",31788
606,"Portrait of a nightmare terror by Utagawa Kuniyoshi and Stephen Gammell, blacklight, blacklight paint, ultraviolet",2908
607,"a scary female clown laughing, directed gaze, full   body and head view, highly detailed, zeronis style, artstation, soft light, sharp focus, illustration, character design, concept art",9935
608,M.C. Escher two hands drawing each other with a pencil,10254
609,"a surreal, very very detailed painting of a living room where the floor, the walls, and everything else covered in hillary clinton's face",21624
610,"Portrait of Igor Ivanovich Strelkov while he is calling for war mobilization, photo realistic, 2K, highly detailed, bodyhorror by H.R.Giger, tends to have fractal structure",41264
611,meme from the year 1 9 4 2,22788
612,"award winning photo of ANOREXIC ROBERT BARRET EATING A PIG, vivid colors, happy, symmetrical face, beautiful eyes, studio lighting, wide shot art by Sally Mann & Arnold Newman",46749
613,"oil portrait of one fat filipino teenage boy smiling with crooked teeth, with a curly perm, and with small studded earings, 4 k, photorealistic, high detail by leonardo da vinci",16304
614,adolf hitler marrying tim cook and bill gates in front of auschwitz concentration field arbreit macht frei,26141
615,"Painting, Creative Design, Depression, Biopunk, Body horror, by Marco Mazzoni, Francis Bacon",20604
616,"¡° our humanoid descendants in the year 2 2 0 0 taking a selfie on their sci   fi planet, award   winning details ¡±",38935
617,vladimir putin in pokemon,11109
618,"amber heard poops on a bed, motion blur, real life, spotted, leaked, ultra realistic face, accurate, 4 k, movie still, uhd, sharp, detailed, cinematic, render, modern",3606
619,"a portrait of a good   lookiung brazilian boy god,, high detail, cleary see face, by gaston bussiere, bayard wu, greg rutkowski, odd nerdrum, maxim verehin, dan dos santos, masterpiece, sharp focus, cinematic lightning   h 7 6 8",5370
620,"man grabbing a womans waist, making love, photorealistic painting",40667
621,"portrait of mutant with horn in form of hand, anime, transplanted hand to head, surgery, bump in form of hand, growth on head, hippo",46759
622,characters from gummo sitting in a dirty bath tub with bacon taped to the wall,26653
623,"young harry styles plays mowgli in the live action adaptation of the jungle book, 3 5 mm photography, highly detailed, cinematic lighting, 4 k",16749
624,"a straight smooth vertical tube with the texture of human skin, highly realistic, hyper real, 4k, Octane render",18149
625,"a gorgeous female with short hair, photo by mert alas, mert and marcus, realistic, full body shot, wide angle, sharp focus, 8 k high definition, insanely detailed, intricate, elegant, floating embers",656
626,Go to bed. Horror photo in surrealist style.,35075
627,"group of creep children staring out, black and white character portrait, ultra realistic, concept art, intricate details, war, cinematic, highly detailed by louis wain",39198
628,"Steve Urkel scared in a graveyard, creepy, spooky, horror, ink, illustration, Stephen Gammell",27649
629,"high resolution 8k, close up portrait photograph of aTsunade, dressed in bikini, standing near the beach, vogue photoshoot",47295
630,"skeleton with diablo demon anubis demon head with cybernetic enhancement with some flesh seen from distance, scifi character potrait by greg rutkowski, esuthio, craig mullins, artstation, 8 k, dark, evil",37872
631,man made of oil 3 d render,39251
632,"a broken toy, crime scene, investigation, evidence, crime photos, night",18792
633,"a photo of a cat chasing a terrified dog, disposable film",7171
634,"Angela merkel wipes the kitchen floor. Detailed digital art by greg rutkowski, Thomas kinkade, Keith Parkinson, artstation, cgsociety, deviantart, 8k, HD",38965
635,"cactus, plush, Totoro, soft render, dreamlike, pastel Ilya Kuvshinov",26611
636,"embryology of a teletubbie, scientific drawing",45648
637,a still photo of sadako from the ring movie playing baseball colored,37102
638,"An anime Nendoroid figurine of Donald Trump, fantasy, figurine , product photo",44048
639,a guy hugging a vladimir putin picture,8363
640,gollum rageface meme,31835
641,"scientific accurate ghost, realistic, National geographic",20556
642,"multiple faces shredded like paper news, dark horror, surreal, drawing, painting,",14251
643,"gullivera with clothes, octane render, by milo manara, 3 d",48166
644,"photo of a classroom, the floor is flooded with one meter deep red water. eerie",18650
645,an x ray of a baby trapped in a woman's stomach by zdzis?aw beksinski,10867
646,Doja Cat zombie eating a brain,12231
647,"black and white outline painting of man screaming with fear, another man coming out of his mouth, recursive, fractal, creepy, Giger, Escher, Mandelbrot, perfect face, realistic, hyper detailed",567
648,"a single crushed red plastic cup on wet sidewalk as a classical painting, oil painting, epic lighting, dramatic composition, night, dusk, in the style of van gogh",20146
649,"Sonic the Hedgehog by Zdzis?aw Beksi¨½ski, intrincate, detailed, dark, moody, creepy",40015
650,"a renaissance oil painting by Alma Tadema of Demonic palm hand with long vampire nails, dark red nail polish, colourful pastel trending artstation, detailed portrait academic Bouguereau caravaggio high shadow contrast, sharp focus medium shot",48400
651,a surreal painting of a woman hugging a monster while in bed,7676
652,"justin trudeau in gta v, cover art by stephen bliss, artstation",2475
653,"rows of cloaked figures. graveyard. eerie, somber tone. by zdzis?aw beksinski. surreal architecture, bizzare landscape, precisionism",31833
654,"the awakening. battle angel alita. by rembrandt 1 6 6 7, illustration",39920
655,"hyperrealism, portrain of red  skinned woman in white sheets, soft light, in style of classicism",1200
656,"¡°Frank Drebin arresting Hillary Clinton, sharp, UHD, detailed¡±",9906
657,"Beans, what the fuck",7242
658,": president biden and freeza, anime cartoonstyle, dragonball z",38006
659,illustration by mel ramos artstation hyper realistic 4 k poster,29382
660,a ghost in gloomy woods pencil sketch,45293
661,"the body floating, terror silent hill game poster printed on playstation 2 video game box , Artwork by Sergey Kolesov, cinematic composition",19171
662,"James Sunderland from Silent Hill 2 dressed as a clown standing in a foggy street, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by Masahiro Ito",49816
663,"a macro photo of a round peach's dry hairy skin, hyper realistic, hyper detailed, 35mm, very grainy film, pink volumetric studio lighting, bokeh, black background award winning shot, vogue magazine, cinematic, 8k, very closeup, elegant, tender, pastel",33560
664,"a portrait of a girl skull face, mickey mouse, in the style of artgerm, charlie bowater, atey ghailan and warhol, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",668
665,"¡° psychedelic sloth, digital art, trending on artstation, incredibly detailed, vibrant, award winning, lsd, intricate ¡±",33912
666,"photo portrait of Bobby Lee, black and white, Kodak Ultra F9, 35mm",6783
667,"portrait photo still of real life totoro, 8 k, 8 5 mm f 1. 8",13478
668,"final fantasy black mage firaga by sachin teng x squaresoft x studio ghibli : 7 dripped out, stylish, designer, ether, asymmetrical, matte painting, geometric shapes, hard edges, graffiti, street art, masterpiece, impressive detail : 7",37376
669,"portrait photograph of beautiful business professional laughing with empty eye sockets by feng zhu, accurate details, intricate, ceoncept art, smooth, hyper realistic, vibrant colors, cinematic, 3 5 mm grain filter, artstation",15971
670,a woman who is a combination of emma watson and kim kardashian,16151
671,photostock of a middle aged man embarrassing everyone with a dad joke,15878
672,"an awkward selfie, taken on iphone 1 3 pro, instagram,",25461
673,"tintype photo, swimming deep underwater, kid with huge spider",45538
674,"medium shot 1 9 5 0 s retro cactus robot, bionic arms and eyes. muted colours. by jean   baptiste monge",32183
675,"cult members performing a ritual in capes by magali villeneuve, artgerm, greg rutkowski, digital art, sharp focus, award winning, intrecate details, 4 k,",40794
676,"falling into madness, charcoal drawing, sketch",14240
677,"demonic nikes, metapod alien, octane render, very sharp, maurice sendak, beksinski, quint buchholz, charlie bowater, pranckevicius",40664
678,"a single beautiful sexy woman photo with a perfect face and anatomically correct body, with untied bikini, bent over, full body shot, in the style of spring break",35042
679,a text collage portrait,1522
680,"pattern of varying colors, by jenny saville",39967
681,"A scene from a horror movie, with a close up of a victim's face, covered in blood, with the murderer's hand reaching out from the darkness, by Justin Gerard and Greg Rutkowski, highly detailed, sharp focus, elegant, illustration, 15mm lens, 4K",18941
682,very old photo of a ghost,15364
683,"devil's dance by anna podedworna, ayami kojima, greg rutkowski, giger, maxim verehin",15798
684,"a group of people robbing a bank. they are armed with guns and have masks on to hide their identities, are surrounded by police cars with their lights flashing, but the robbers are confident",45559
685,attractive fully clothed donald trump confesses his love for his attractive roger stone. highly detailed painting by gaston bussiere and j. c. leyendecker 8 k,18049
686,"hieronymus bosch, greg rutkowski, anna podedworna, painting of thousands of white blobs with red hair laughing at a female vampire clown in a vr headset",40233
687,hypertealistic painting portrait of squidward from spongebob,49460
688,"a perfect hyperrealist colour painting of a man at a desk, his head has burst open and a bouquet of dogs and frankfurters has erupted from his shattering skull. he is coated in one inch thick foaming saliva. perfect studio lighting.",8361
689,"wide shot very low angle eyesight photo of stray cat and a banana peel at the street in New York, polaroid photo, by Andy Warhol, signed",43523
690,black and white pencil sketch of a girl bending and crying into her arms in a bathroom,41759
691,husband after cheating,21887
692,milt kahl sketch of zombie apocalypse resistance camp with barbed wire fencing,27152
693,"die antwoord chappie, back and white, zef design graffiti in the background, dark lighting, digital art",32625
694,family photo of ronald mcdonald,35637
695,"donald trump, magic city nightclub, award winning, flash photo, paparazzi,",44756
696,"hillary clinton shaking hands with princess leia on the forest moon of endor, the return of the jedi, 3 5 mm photography, highly detailed, cinematic lighting",30039
697,zdzis?aw beksi¨½ski best artwork,23433
698,"charcoal action   drawing of a woman cooking, chopping vegetables, dramatic",1350
699,"realistic photo portrait of a three young scientists wearing white shorts, cone heads, holding clouds on their faces covered 1 9 9 0, life magazine reportage photo, natural colors",28058
700,"Horrifying creature, horror",18153
701,"ultra realistic face punch, realistic movement, hyperrealism, 8K",44494
702,kaylee 4 keeps instagram model,38579
703,"Sierpinski gasket, photograph",24219
704,"a bar soap character is wearing a dress, her head is a bar soap",9338
705,hellhound artwork by ben templesmith,21924
706,"high quality high detail painting by lucian freud, hd, balon greyjoy",10476
707,pale ghost entity,19437
708,"a very old photo of slenderman in a house stalking the camera, terrifying, Highly Detailed, hyperrealistic, refined",28155
709,"an expressive portrait of agent 4 7 from hitman choosing a weapon from a wall full of guns, dark background, red rim light, highly detailed, digital art, artstation, concept art by giger stalenhag",7907
710,pov bob dylan throwing a punch at the photographer,2330
711,"George Soros, dollar bills Body horror, biopunk, by Ralph Steadman, Francis Bacon, Hunter S Thompson",48587
712,"movie film poster art for predator film shot in feudal japan staring hiroyuki sanada as a disgraced ronin who hunts down the predator after he fails to protect his master from it. in the style of ansel adams, reynold brown, h. r. geiger.",47983
713,a painful looking prison cell,22372
714,"pine cone headed man with hard black eyes very startled, rule of thirds, super sharp, 4 k, ultra detailed, norman rockwell, angelic.",32119
715,"black and white photo of a uncanny, scary, creepy Obama with sharp teeth, realistic",11511
716,"potrait of a boy who is also a bird, fine etching and gouache by ihor podolchak and santiago sanjulian",12687
717,cult of men dressed in occult robes and have wrinkly coneheads with three eyes and no mouth,28387
718,"ominous bedsheet ghost floating above a grave, oil painting, brush strokes, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",47318
719,"An extremely skinny zombie man with burning yellow smokey eyes on a dusty haunting background with red and white smoke and dirt, in the style of artgerm and adam hughes",43753
720,"sexy ana de armas, in the style of Sean Archer",42877
721,"color photo of two Donald Trump and Gollum, cinestill 800t, high quality, criterion collection",37461
722,by miles johnston,29302
723,"Zombie Vladimir Putin, fantasy, portrait, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",12806
724,"film still of obese 3 0 0   pound brie larson at mcdonald's, vibrant high contrast, octane, arney freytag, cinematic, portrait, backlit, rim lighting, 8 k",5257
725,"blonde half   elf woman, rococo, sakimichan, 4 k",28637
726,logo 4 k,8406
727,"barack obama wearing supreme, fashion photography",13319
728,"photo of sasha pieterse in 1 9 3 0 s penthouse rainy window, oil painting, by enoch bolles, greg rutkowski, ross tran, artgerm, wlop glossy skin, intricate architectural detail, pearlescent, very coherent, cute",38528
729,"beautiful glorious realistic oil painting of young conan 0'brien, bokeh, baroque style by bouguereau, sunset, highly detailed, 8 k intricate",13917
730,dark skinned bill clinton,33933
731,most grossest picture ever taken,19932
732,an explosing tardis painted by van gogh,2308
733,The hard truth you'd rather not see.,21280
734,"fully body pose, photo of a very beautiful!! pop star, ariana grande, lollipop, pacifier, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",4019
735,"zombie full body female modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",29301
736,"a group of fat human bodies intertwined, dense fog, in the style of nobuyoshi araki and klimt,",8577
737,"exquisite creepy creature poster art, movie art, poster art, poster art, elegant, by lucusfilm, weta studio and james jean, 8 k, denoised",12653
738,"the king of death, sitting on throne, shadows, hyperrealistic, dead bodies in the background, high resolution, 8 k, dramatic lighting, goat   like horns, dramatic pose, dramatic",16889
739,"joe biden as slenderman in fever ray video, by beksinski, rembrandt, and gammell",25208
740,"surreal ominous bedsheet ghost floating above a bridge, oil painting, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",13421
741,"adolf hitler as superman, realistic portrait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",47824
742,"jennifer lawrence in the style of bathing the red horse by petrov vodkin, oil painting, digital painting, concept art, smooth, sharp focus, illustration, 8 k",29064
743,portrait face head eyes man ears Nightmarish Horse Man Warlock the Hank Hill camouflaged as a Pony wearing a black shirt mark ryden greg rutkowski andrew wyeth giorgio de chirico dan witz,46503
744,"an elegant minimalist oil on painting of a lonely man wandering in the burning desert, glittering, low dof, sparks",42676
745,"padme amidala taking a bath artwork, safe for work, no nudity",21406
746,"zombie full body male modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",34489
747,"The dinner with all the dead people I knew, By Delphin Anjolras, by Ismail Inceoglu, by Emiliano Ponzi, ghosts",23850
748,death beign resurrected,15
749,"realistic detailed image of a Distopia world reign by the internet, obscure, uzumaki, trippy",15646
750,Caverned of the Damned. Eternal. Zdzis?aw Beksi¨½ski.,49519
751,"newborn baby soldiers crawling, storming normandy, old world war 2 photo, film grain",6989
752,Osama Bin Laden as Uncle Sam,21676
753,"muscled mila kunis chilling out, 1 9 7 0, ball room, puffs of smoke rising, jazzy elegant, frank frazetta, alex horley, ralph horsley, michael whelan",43402
754,"creepy child, hopelessness, staring out, black and white, victorian, poor, ultra realistic, concept art, intricate details, cinematic, highly detailed",15513
755,"a ghost being captured on camera, photorealistic, realistic, scary",1463
756,"a detailed digital art portait of angry zombie lebron james as kratos in a mosh pit, art by norman rockwell",13445
757,japanese girl body,7333
758,"detailed portrait of a beautiful emma watsonmega booty, painting by gaston bussiere, craig mullins, j. c. leyendecker",39627
759,"pepe the frog meme, funny hilarious watermark ifunny",1736
760,"epic professional digital art of a hand holding a corked vial of viscous black liquid; magic the gathering art by Volkan Baga, artstation",43230
761,"a colourised and restored photo of Adolf Hitler together with Anne Frank as a happy couple, high quality, 8k,",44737
762,"ominous bedsheet ghost floating in a dark autumn forest, oil painting, brush strokes, gloomy foggy atmosphere, symmetrical, full body image, highly ornate intricate details,",26315
763,"beautiful portrait of a photo model, Portrait, Golden Hour, Rays of Shimmering Light, Natural Lighting, Artstation, by Caspar David Friedrich, by Pre Raphaelite Brotherhood, Unreal Engine",11874
764,"Head wolf character, artwork by Ant¨®n Semenov",27215
765,"green orc female, light green tone beautiful face by krenz cushart, anton fadeev",26445
766,"alien donald trump, sharp teeth, by h. r. giger, nightmare fuel, nightmarish, intricate, highly detailed, optical illusion, president donald trump in white house",13436
767,"a crumpled red plastic cup with white inside on concrete as a classical painting, oil paiting, epic lighting, epic compostion",11009
768,"Blood for the blood god, Skulls for the skull throne by Adrian Smith and Delphin Enjolras and Ilya Repin",41896
769,"barack obama breaking up with his lover steve jobs, strained relationship, breakup, heartbreak, end of a 9   year marriage. still from a film by david lynch",38556
770,"a painting in the style of charlie bowater and in the style of charles dulac and in the style of robert mcginnis. smooth, sharp focus, fantasy, semi   realism.",6575
771,"portrait of african tribal chief, symmetrical, dramatic lighting, colourful, art by zdzislaw beksinski,",24431
772,"donald trump twerking at a presidential ralley with a stripper bot pole and people letting money rain on him, political cartoon style",18690
773,most nostalgic photo,21572
774,"Fantasy character portrait of distorted detailed painting of a queen woman made of blood drips, octane render, hyper detailed, red flames, trending on Artstation, 8k resolution, full HD, cinematic lighting, award winning, anatomically correct",12313
775,"Portrait of a beautiful pale skin Nordic female with short black hair, elegant, photorealistic, highly detailed, artstation, smooth, sharp focus, gold ornaments, neon lighting, sci fi, art by Klimt.",2147
776,"creepy grainy found footage horror photo of a group of dogs in black robes standing in a circle around a fire at night. black and white, grainy, evil, unsettling, terrifying",113
777,"an unsettling old family photograph, anxious people standing in a large haunted house, phantom ghosts in the background, cinematic, horror, photorealistic, vintage,",1468
778,"weird and disturbing portrait of todd solondz puking blood, todd solondz, vivid colors, neon, art by ( ( ( kuvshinov ilya ) ) ) and wayne barlowe and francis bacon and artgerm and wlop and william   adolphe bouguereau",29344
779,"jessica nigri, beautiful face, highly detailed face!!!, big breasts!!, opened light dress, true anatomy!, extremely detailed!, digital painting, unreal engine 5, art by tom bagshaw",6151
780,hundreds of humans. A sea of humans. interconnected flesh. Crowdcrush. Many humans intertwined and woven together. Bodies and forms amesh. Sculpture by Alberto Giacometti.,43593
781,an illustration of roger stone as a gremlin,34002
782,"a goblin cabbage monster, symmetrical, digital art, sharp focus, trending on art station, anime",42947
783,"a cartoon of joe biden pulling away the nuclear football before trump can kick it, cartoon in the style of peanuts by charles schulz",36112
784,horrific entities by zdislaw beksinksi,32135
785,high detailed oil painting boy with apple painted by gustav klimt,20056
786,hitler taking selfie with pewdiepie,9129
787,vladimur putin on a magic the gathering card,8677
788,"skull clown, high detail, deviantart, artstation, octane render, cinematic, hyper realism, 8k, depth of field, art by Tooth Wu and wlop and beeple and dan mumford and greg rutkowski, artstation, concept art, illustration, vibrant colors",10826
789,"kawaii swat team, fashion, photography, highly detailed, realistic, waporwave atmosphere",22049
790,low poly 3d model by Bouguereau rendered with redshift and octane render,4458
791,"zombie drinking coffee logo take away coffee by mcbess, full colour print, vintage colours 1 9 5 0 s, high detail",45630
792,judge death and vic rattlehead and the grim reaper by simon bisley and h.r. giger,36205
793,"concept art of anthropomorphized wolf, highly detailed painting by dustin nguyen, akihiko yoshida, greg tocchini, 4 k, trending on artstation, 8 k",27353
794,a realistic detailed portrait painting of a demon,31996
795,Pepe the frog on the album cover of the life of pablo,17667
796,"fully body pose, photo of a female elmo, bra and panties, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",2868
797,Sam hyde as a G.I. Joe action figure,20069
798,"joe biden, as the armored titan, kicking a florida mansion, attack on titan, anime key visual, wit studio official media, beachfront mansion, huge smashed mansion, giant kicking foot, smoke and rubble",40776
799,the scariest monster imaginable,7747
800,"kat upton giving like,",21965
801,"close up portrait of a beautiful man  licking his roland synthesizer, 4k, sodium lighting, detailed, trending on artstation, , octane render, realistic",42882
802,zombie working menial job,45253
803,Industrial yard. Vacant. Eerie. Unsettling. Zdzisaw Beksinski,19430
804,mike pence under an electron microscope,7538
805,a lotr orc warrior by thomas cole and wayne barlowe,16735
806,"digital illustration of secretary of denis mcdonough face, cover art of graphic novel, eyes replaced by glowing lights, glowing eyes, evil laugh, menacing, villain, clean lines, clean ink",8934
807,best post   ironic meme of the year 2 1 0 0. trending on social media.,24305
808,photo of group 19th century cult cultists in the dark forest by Diane Arbus and Louis Daguerre,3781
809,"attractive justin bieber as a god. highly detailed painting by gaston bussiere, craig mullins, j. c. leyendecker 8 k",9357
810,bill clinton wearing blue dress,18796
811,"portrait of Huntress Wizard from adventure time, in the style of adventure time, ultra detailed 4k, beautiful inking lines, stunning gradient colors, trending on artstation, digital illustration, character design, concept art",29042
812,symbol representation of an object,33463
813,a nerd making ai art,17731
814,The last selfie found on earth after the apocalypse,46868
815,"a colorful comic noir illustration painting of a cyberpunk skull by sachin teng and sergey kolesov and ruan jia and heng z. graffiti art, sci fi, hyper detailed. octane render. trending on artstation",46609
816,"img _ 2 4 2 4. jpg. jesse pinkman selfie. candid, snapchat, instagram, hashtags, accidental selfie, front camera, tiktok, popular, realistic, real life",20370
817,"symmetry! human cell, intricate, elegant, highly detailed, concept art, smooth, sharp focus, lineart, illustration,, penned with black on white, 8 k",24210
818,"Obama caught on trail cam footage, creepy distorted night cam",47354
819,Ellen DeGeneres and Jonah Hill Cisco WebEx Zoom Microsoft Teams Google Hangouts Facetime Video Call Meeting,15057
820,pete davidson stuck inside a bubble,22992
821,"human sculpture by Anna Rubincam, masterpiece",2274
822,"Artwork by John Howe of Abe the Forgotten Beast, A towering humanoid composed of rose gold, with a gaunt appearance and a matted grey fur",25906
823,portrait of joe biden or golum by greg ruthkowski,49246
824,"a realistic detailed portrait painting of a monster by john kenn mortensen, santiago caruso, synthwave cyberpunk psychedelic vaporwave",41690
825,"Portrait of George Soros as the emperor palpatine from star wars, made by stanly artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev ,marc simonetti",36827
826,"Liz Truss looking sad, political cartoon, style of Ralph Steadman",18226
827,"malakai black in sleepy hollow, full body, big two toned eyes, teeth gritted, horror, intricate details, cinematic, epic, realistic, anatomy, tomer hanuka, uplight, artstation, photorealistic, scary",5908
828,super rare pepe kek with feels good pepe frog meme kek memetic algae fractal kek chaos super rare pepe meme frog kek,48434
829,angler fish skeleton,14329
830,"Shaking hands, vertical symmetry, close up shot, detailed hands, beautiful moody artwork by Greg Rutkowski and Asher Duran",27234
831,"cute ghost holding a balloon, anime, cartoon",9039
832,"old photograph of a victorian child surrounded by glowing shadow eyes, demons, ghosts, paranormal evidence in the background",27009
833,a horrifying eldritch man by Beksinski and Junji Ito,41345
834,"kerli koiv in sleepy hollow, full body, big two toned eyes, teeth gritted, horror, intricate details, cinematic, epic, realistic, anatomy, tomer hanuka, uplight, artstation, photorealistic, scary",35168
835,"evil sorceress in the style of adventure time, hd, trending on artstation, digital illustration, cartoon character design, concept art",27533
836,"hyperrealistic close up studio portrait of aging old Robert Pattinson age 85 wrinkled frowning, oil painting by Ivan Albright and Edward Hopper and Ron Mueck, trending on artstation Studio lighting hyperrealism",6679
837,( a death metal album cover ) ( ( of donald trump ) with laser eyes ) ( trending on artstation ),19549
838,painting of a boy back pose,18329
839,"blurry film still of obama meeting gus fring at los pollos hermanos, breaking bad scene, octane render, 4k, photorealistic, detailed",45289
840,"tank girl sitting alone on top of the tank, holding a granite luncher. smiling. laurie greasley,",12978
841,"death metal album cover,",20814
842,"yuki   onna haunting an abandoned asylum by zdislaw beksinski, heavy fog, vibrant and creepy atmosphere, bones cover the floor, style of takato yamamoto and vania zouravliov",25552
843,"detailed photo of beautiful woman statue, various lacivious seducing poses, photorealism, intricate detail, a few light reflexions, museum diffuse lighting",14965
844,photorealistic picture of Putin and Viktor orban kissing by Mandy Jurgens and Richard Schmid and chuck close and mucha,19798
845,"simple primitive tube shape, textured with photorealistic human skin, photoreal details, straight smooth vertical, highly realistic bump map, surface painter, pixar renderman, metahuman",43679
846,painting of barack obama in the place of the mona lisa in the mona lisa painting,20332
847,dinosaur wearing a suit,34858
848,"pepe the frog having a talk with Donald Trump, ultra realistic",23826
849,"crazy asian man in the style of lord of the ring by rossdraws, artgrem",29655
850,"propaganda poster justin trudeau as ruler of north korea, 8 k, trending on artstation",37734
851,"A young woman with big round green eyes, medium length wavy blonde brown hair, rectangular face, masculine facial features, wearing a seafoam t shirt, HD selfie",31926
852,"stalin eat kids, children, hohol anatomic shot",45789
853,"portrait of Aphrodite and Donald Trump, photorealistic, 4K",19395
854,"grindcore band logo, metal font, unreadable",28440
855,"very very very perfect face of a woman, soft skin, shy smile",3097
856,"cursed illustration of beautifully ominous creepy underworld lovecraftian entity peeking into 1 9 8 0's teenagers bedroom. manga style of kentaro mirua, by norman rockwell, weirdcore",48551
857,"Pepe the Frog in the parade, Socialist realism, North Korea propaganda style",9057
858,time loop by ben templesmith,35193
859,"weird and disturbing portrait of todd solondz standing alone in an empty appartment, vivid colors, neon, art by gregory crewdson and francis bacon and artgerm and wlop and william   adolphe bouguereau",32731
860,death personified as a boy,33847
861,sad hillary clinton sitting in an electric chair,18054
862,"trump smiling whilst holding a bunch of green chaos emeralds, highly detailed, realistic, beautiful composition, sharp focus, artstation, sharp focus",33903
863,"geometric bird symbol by karl gerstner, black and white, 8 k scan, negative space, clever, focused, hard line, satisfying, award winning",26953
864,"pepe the frog, realistic old photograph",32963
865,worshippers dressed in robes belonging to the cult of the windmill. Dilapidated 1800s windmill. Old windmill. 1800s photo.,1053
866,hillary clinton is a witch who drinks children's blood by giger,42579
867,"¡° by zhaoming wu, nick alm ¡±",22409
868,most disgusting  picture ever taken,49355
869,justin trudeau aladdin costume controversial insensitive blackface,12533
870,hitler taking selfie with piewdiepie,33541
871,low poly high light edge edged polygonal the Bather by Bouguereau,25569
872,"a white cat with a hat on its head, a stock photo by Miao Fu, shutterstock contest winner, rasquache, stock photo, stylish, white background",6839
873,¡° The boogeyman in the mirror¡±,4580
874,"urban school zombie boy in tattered clothes fanart, dark green short hair, muted colors, matte print, pastel colors, ornate, digital art, cute smile, digital painting, fan art, elegant, pixiv, by Ilya Kuvshinov, by Studio Ghibli",44315
875,"oil portrait of one teenage chubby filipino boy smiling with crooked teeth, with a curly perm, and with small studded earings, 4 k, photorealistic, high detail",20699
876,obama crab rave,30939
877,photograph humanisation vodka,39061
878,"render as a very beautiful 3d cow girl anime style, full body, long braided hair, hazel eyes, full round face, short smile, cinematic lightning, medium shot, mid shot, highly detailed, trending on Artstation, Unreal Engine 4k, cinematic wallpaper",2777
879,hillary clinton's face made out of pure geometrical curves and mathematical graphs,25160
880,"by 1 9 th century famous painter, hands, nail polish, blood smear, knife, realism, realistic, oil painting, green wallpaper background",8563
881,"portrait of a female hellraiser grim dark, dark, piercing eyes, exotic expression, esoteric clothing, photorealistic, highly detailed, mysterious lighting, artstation, smooth, sharp focus, art by michael whelan, artgerm, greg rutkowski and luis royo",34782
882,"lurkers within the fog by John Kenn Mortensen, creepy, atmospheric, shadow demons, liminal",34375
883,"a horror painting of a creepy figure by miles johnston, stephen gammell, gustave dore and zdzis?aw beksinski. volumetric light, detailed, rendered in octane",43672
884,"Donald Trump kisses Joe Biden, detailed, realistic",15873
885,"emma watson kissing donald trump pencil sketch,",23790
886,pepe the frog head from 4chan on the body of a cartoon dog wearing a leather jacket and jeans,26282
887,"the eifel tower gets hit by an asteroid, multiple asteroids are in the air, paris in the background is burning, apocalyptic, highly detailed, 4 k, digital paintin, sharp focus, tending on artstation",49218
888,third Reich artwork,35729
889,"obama kissing donald trump, detailed, high quality picture, 4k",175
890,"George Soros as emperor palpatine, 4k, high detail, high resolution photograph",7254
891,"pencil drawing of a hand holding a knife dripping with sticky yellow residue, hand and knife are black and white",29147
892,"portrait sad skull clown, raining, full moon, illustrated by Simon St?lenhag and Gaston Bussiere, beautiful volumetric lighting style atmosphere, intricate, ultra detailed, photorealistic, trending on artstation, 4k, 8k",41244
893,"joe biden presiding over god's funeral by j. c. leyendecker, stephen gammell, bosch, and beksinski",47557
894,"conceptual sculpture of maple leaf with  blood drops splattered across it. Some skulls and and birds in the background, gallery, studio, glassy, cinematic lighting, extreme details, unreal engine, 8k, masterpiece",36356
