image_id,source,prompt,seed
292005,coco-30k,a bathroom with a tub and a shower curtain ,11308
314177,coco-30k,a person taking a photo in a bath room mirror,94951
248381,coco-30k,A white kitten standing in front of a water bowl.,15406
518262,coco-30k,a small dog and a big dog both on leashes,31303
37367,coco-30k,A laptop that is sitting on a table.,96205
353748,coco-30k,A man riding a bike past a white delivery truck.,26543
455597,coco-30k,a person in a kitchen with a stove some pots and pans,42443
287186,coco-30k,A white bus parked in front of a  building.,89313
11887,coco-30k,A motorcycle with a trailer parked in a spot,71059
143221,coco-30k,An elephant walking across a lush grass covered field.,67744
288161,coco-30k,a kitchen with an electonic device above the sink ,57284
316342,coco-30k,A clean kitchen with a wall that has a blackboard,31290
561100,coco-30k,A small blue plane sitting on top of a field.,16112
495311,coco-30k,A small jet plane getting ready to be fueled at the airport.,65824
91236,coco-30k,A group of jets flying overhead in tight formation.,90199
76257,coco-30k,a man on a motorcycle driving down a track ,11012
17741,coco-30k,Three horse drawn carriages in front of a huge house with a clock on it. ,25533
328661,coco-30k,A man flying a fan plane neck to flock of ducks.,81854
32907,coco-30k,a toilet on the ground outdoors in front of a house,12422
553072,coco-30k,A fleet of red and blue planes with a Canadien logo.,45585
91617,coco-30k,a desk with a monitor and keyboard and mouse,34696
21452,coco-30k,A car parked on a lush green field.,35953
232931,coco-30k,A room with lots of seats next to an entrance.,80896
449945,coco-30k,a bathroom counter with two sinks on it ,80913
272673,coco-30k,A bathroom with a marble counter top under a  mirror.,85045
37181,coco-30k,A motorcycle parked next to a  car in a  parking lot.,92013
287829,coco-30k,A red bathroom mirror sitting next to a white toilet.,10253
94536,coco-30k,A cat that is by a bicycle wheel.,39128
372894,coco-30k,A room filled with a row of brown toilets,43656
259640,coco-30k,people walking around a tamale truck and a building ,30446
283495,coco-30k,A large jetliner flying under a cloud filled sky.,60441
147386,coco-30k,a man sitting on a red and black motorcycle,91171
432421,coco-30k,A blurry picture of someone on a bike.,50325
258021,coco-30k,A person with a moped is waiting for the rain to stop.,8292
101913,coco-30k,Three people are sitting on a bench in front of a train.,94611
485390,coco-30k,A herd of sheep grazing in a pasture.,90072
507037,coco-30k,a gathering outside on the lawn of city hall,75092
192554,coco-30k,"A sink, soap, toilet and a mirror ",2261
341017,coco-30k,A boy sitting on top of a truck with a bunch of goats. ,65104
364783,coco-30k,A white toilet sitting next to a sink near a red wall.,92793
513073,coco-30k,A person's feet are shown in front of a small tv.,8682
512796,coco-30k,A side view mirror hanging off the side of a door.,40278
449708,coco-30k,A laptop computer is propped up on a cluttered desk.,51510
544522,coco-30k,A man in a red shirt touches a faucet in a rustic building.,74855
562232,coco-30k,Three people standing around a brown horse with a white stripe on his face. ,14675
189997,coco-30k,a bedroom with a cluttered desk and a messy bed ,11663
287559,coco-30k,The wing of a plane located in the sky above a sea and city.,47676
389624,coco-30k,a kitchen with white counter tops and cabinets.,44525
538231,coco-30k,A wall mounted oven inside of a kitchen with a large entrance.,17846
75095,coco-30k,A wooden park bench siting next to a  park.,63645
425035,coco-30k,a toilet seat in a bathroom with the lid down.,52370
414578,coco-30k,a man taking a nap on the bench in the middle of a park,20806
512166,coco-30k,A woman putting items into a brown paper bag.,29928
6608,coco-30k,A room with two desk covered in computer equipment.,38680
441522,coco-30k,A group of people standing around a kitchen preparing food.,58865
171413,coco-30k,A cluttered bathroom with a toilet and sink.,49645
203345,coco-30k,A couple of people standing next to a food cart filled with smoke.,39447
577564,coco-30k,A white toilet sitting next to a white sink.,85874
233311,coco-30k,A bowl of oranges sitting on top of a wooden table.,94859
354724,coco-30k,A street filled with lots of traffic next to white homes.,15026
206958,coco-30k,a room showing a toilet and a sink,52599
262093,coco-30k,A counter filled with lots of clutter in a  kitchen.,50752
544365,coco-30k,a living room with a tv on top of a stand with a guitars sitting next to ,88326
87567,coco-30k,A kitchen table is lined with cooking materials. ,74427
390671,coco-30k,Many plates and dishes line a kitchen cabinet. ,58864
38929,coco-30k,A large jet sitting on top of an airport tarmac.,97912
67765,coco-30k,Several adults engaged in arts and crafts with children.,96538
86135,coco-30k,A bike with tanks on it sitting next to cars.,68601
411184,coco-30k,A very large bridge spanning over the width of a river.,57263
61471,coco-30k,Puppy chewing on toilet paper in the bathroom. ,81484
12551,coco-30k,A group of three bath tubs sitting next to each other.,25361
92115,coco-30k,A train sitting next to a platform in a tunnel.,82452
450182,coco-30k,A man riding a motorcycle down a street next to a train car.,41611
482432,coco-30k,A sink with a tooth brush and some other items.,2746
298440,coco-30k,A large jetliner flying through a blue sky with two engines.,74955
193021,coco-30k,A hall way with family photos on the wall leading to a kitchen and dining area with wood floors.,23749
345507,coco-30k,A large amount of motorcycles are parked by a sidewalk.,30868
308466,coco-30k,"A bathroom containing a toilet, sink and bathtub with shower, with no accessories.",79241
518850,coco-30k,A motor cycle rider riding on a street with bikes parked on either sides,11624
289992,coco-30k,"A plain, white bathroom with a sink and a tub.",85521
162257,coco-30k,A small plane that can land and take off from water.,83901
388528,coco-30k,A toilet with the seat open sitting in a bathroom. ,34621
514913,coco-30k,A motorcycle parked on the side of the road. ,17601
85390,coco-30k,A man taking his picture in the reflection of a microwave.,21804
59532,coco-30k,mopeds parked in a parking garage with a green floor.,17706
71239,coco-30k,A motorcycle sits in a graveled area with a steep hill in the background.,90535
97857,coco-30k,A busy street with lots of car traffic.,30472
493610,coco-30k,A large group of people crammed into and on top of a truck.,48931
241466,coco-30k,Decorated elephant statue near many bicycles in racks.,92003
28506,coco-30k,A kitchen with many pots and pans hanging on the wall ,38010
394659,coco-30k,"A kitchen is displayed, showing wooden cabinets and a blue tiled counter top.",46521
478858,coco-30k,A bicycle chained to a pole in the city ,85924
272416,coco-30k,"An old toilet in a bathroom with extended plumbing 
",55512
428754,coco-30k,A person bending over by the side of a parked car.,77877
336113,coco-30k,"A bathroom with a toilet, window and tape on the floor.",50694
32760,coco-30k,A man on a bike looking at a line of semi-trucks in the street. ,31217
369594,coco-30k,The small kitchen has a black counter and wooden cabinets.,20574
530741,coco-30k,"This white bowl has rice, broccoli, and fish in it.",11740
275279,coco-30k,This bathroom features a marble top vanity with double sinks.,98200
354098,coco-30k,This toilet has a lot of wadded up tissue paper in it.,4382
578813,coco-30k,A person with a backpack riding a snowboard down a mountain side.,43763
315948,coco-30k,The small bathroom has an old bathtub in it.,18714
435745,coco-30k,A shop that has many bikes of all kinds. ,96341
28675,coco-30k,the bike is coming down the street with his lights on,62841
189772,coco-30k,the Bike is parked next to a fence,48495
495183,coco-30k,a girl is riding her bike down the street,84488
190115,coco-30k,the man is sitting with a salad in front of him and smiling. ,53567
95569,coco-30k,the wall is green and there is a pot on the stove,51093
567053,coco-30k,a plane is parked on a asphalt ready to fly,93334
189376,coco-30k,a room filled desks and computers a man and woman sitting listening and anther man with a camera,65870
246106,coco-30k,A woman is unloading a bag in a large kitchen.,70249
340004,coco-30k,The cat is sitting beneath a motor bike.,72305
163585,coco-30k,The bench on the side of the street is empty. ,74251
175310,coco-30k,A large bathroom has white walls and cabinets and blue wall tiles and countertops.,78881
41872,coco-30k,A bedroom with built in television and open fireplace,89268
209468,coco-30k,A woman in pajamas using her laptop on the stove top in the kitchen,85043
192529,coco-30k,A bus stop and bench  on a street corner.,3946
257053,coco-30k,A blue cake with yellow stars around it.,11011
475043,coco-30k,A woman taking a sip of a beer by people with laptops.,62157
3845,coco-30k,a chicken meal with carrots broccoli and rice,87343
159233,coco-30k,Man taking a photograph of a black and silver motorcycle. ,97437
19608,coco-30k,a man riding a red bicycle watching a bird in the water,97844
178939,coco-30k,The big dog is laid out in the hallway,63112
531499,coco-30k,a big empty kitchen with only a refrigerator stove and a sink,11194
278550,coco-30k,a dog rests in a basket on a bike ,94585
432038,coco-30k,A dog is chasing after three running sheep.,70048
78313,coco-30k,The shelves above the cabinet have porcelain dishes on them.,73839
231582,coco-30k,An airplane in the water a short distance from a rocky shore.,96815
245750,coco-30k,A couple of animals that are near the rocks.,39329
272153,coco-30k,a dog walking beside a man carrying a surf board,40432
354533,coco-30k,A motorcycle sits parked across from a herd of livestock.,5672
337969,coco-30k,"A toilet, sink, mirror, and tub in a bathroom.",4921
301724,coco-30k,A wagon with a pink umbrella sitting in front of a store.,40796
406647,coco-30k,A motorcycle is parked amongst the cars at a store.,80363
373988,coco-30k,A crowd of people standing outside of a hotel on snow covered ground.,60154
134715,coco-30k,A large mirror above a sink in a bathroom.,90585
427239,coco-30k,There's a kitchen with toaster sitting on the counter between the oven and stove,67119
352761,coco-30k,An old man smiling while sitting on a bench.,34805
281019,coco-30k,a room showing a toilet and a sink,7340
89999,coco-30k,a car moving on the street an ad bike parked outside,35729
70434,coco-30k,"The bathroom has a sink, toilet, and glass shower.",86094
310071,coco-30k,a man walking with an umbrella in the sunshine,25588
295809,coco-30k,Street sign painted on a road that looks like a bicycle. ,4118
370697,coco-30k,A clean sink is in the middle of the counter.  ,79689
350623,coco-30k,A view of a kitchen from behind a dining table.,27655
47632,coco-30k,A broken bathroom with a white sink and toilet.,77486
565374,coco-30k,An old man sitting down playing an accordion next to parked bikes. ,90551
61782,coco-30k,A walk in a shower sitting next to a sink under a mirror.,97510
569249,coco-30k,A black cat is sitting on the bench and turning back its head. ,83469
110683,coco-30k,Two big giraffes walking in a grassy area with a baby giraffe. ,37270
418226,coco-30k,A row of wall mounted urinals under aquariums.,58999
133195,coco-30k,a very tall building with a city clock on it,1565
411943,coco-30k,a toilet sitting in a tile covered floor in a single room,95056
386279,coco-30k,"A yellow bench by a mosaic brick road with an adult standing and bending over a bicycle, with cars, a tree and a building in background.",64792
541493,coco-30k,A white sink under a mirror in a bathroom next to a light switch.,8864
294247,coco-30k,A passenger jet in flight in a clear blue sky. ,84994
196742,coco-30k,A man holding a microphone while sitting down.,84365
460507,coco-30k,A plate topped with a cut in half sandwich and a bowl of soup,98413
400803,coco-30k,A man standing on top of an orange boat on a river.,86856
47121,coco-30k,A cat standing on the edge of a sink drink water.,27050
43613,coco-30k,A man riding on the back of a green motorcycle.,62477
92051,coco-30k,A bathroom with a white toilet sitting under a window.,89647
162763,coco-30k,A bike parked on top of a cement floor.,54773
64474,coco-30k,a man in the kitchen trying to draw water with a  pipe,74429
288769,coco-30k, many tables arranged outside at the shop,16610
237118,coco-30k,A middle aged man takes a selfie in a mirror.,40647
421822,coco-30k,A giraffe standing on top of a dirt field near trees.,68964
518605,coco-30k,Giraffes and zebras graze in a field with trees. ,20646
317410,coco-30k,A couple of women standing in the back of a car with an open trunk.,41710
251901,coco-30k,A person hiking up the side of a snow covered hillside.,40263
386786,coco-30k,A white toilet sitting under a bathroom sink.,43094
304389,coco-30k,"A bathroom depicting a vanity, window and a toilet.",60894
147418,coco-30k,Two plane flying over a sea and island,86404
458424,coco-30k,A dog  seated on a car parked near the road,82598
375440,coco-30k,A number of benches at the beach and a boat in the sea,31080
409119,coco-30k,A large plane with people alighting at the airport,57450
181446,coco-30k,A man scowling while looking in a refrigerator ,7304
23666,coco-30k,A toilet and bathtub in a dark room with abnormal plumbing.,81537
224802,coco-30k,Three British Airways jets lined up at a terminal.,22386
129587,coco-30k,a large elephant that is standing up eating,66332
203669,coco-30k,A man throwing a frisbee in a park ,48605
254540,coco-30k,A van has an open back door on the sidewalk.,16729
65604,coco-30k,A painting of a zebra on a concrete wall.,91018
575817,coco-30k,"A toilet that is covered in some filth, and some filth on the ground.",34658
85913,coco-30k,A blue motorcycle parked on the side of a road.,12773
216863,coco-30k,A group of skateboarders on top of a ramp.,18528
392928,coco-30k,A bathroom door is opened by a toilet.,13071
511111,coco-30k,A glass of Orange juice next to a juicer,96185
458992,coco-30k,a woman poses in front of a giant pizza,7162
183620,coco-30k,A woman with a bat hitting televisions that say Comcast Doesnt Care.,66215
7386,coco-30k,a small motor bike outside of the garage,34804
141197,coco-30k,a woman is standing in a room taking a picture of herslf,89631
218853,coco-30k,a large silver plane is put on display at a museum,17496
109826,coco-30k,A very nice looking rest room with a nice tub.,13559
346965,coco-30k,A man in a black shirt holding a dog with its hand in the air.,69334
268539,coco-30k,a man on a skate board jumps over a motor bike,73033
239194,coco-30k,A group of zebras next to each other with two giraffes in the distance.,745
257270,coco-30k,A motorcycle with long rails hanging from it.,88910
353510,coco-30k,A couple of older folks standing in a kitchen.,64047
532129,coco-30k,A cheese pizza sitting on top of white paper and a large plate. ,835
19484,coco-30k,A metal sink with a cupboard of knives sitting on it. ,87881
116255,coco-30k,A plane is flying through a clear sky,32141
148614,coco-30k,"A photograph is against a wall near a door, a plant, and a clock.",97599
363830,coco-30k,A big bathroom with a couch a bathtub in the middle of the room. ,51390
91615,coco-30k,A very clean kitchen has stainless steel appliances.,42107
555687,coco-30k,There is a small lamb poses on the bike.,94439
90255,coco-30k,An old lady smiling in a pink kitchen.,69865
418535,coco-30k,A man wearing a suit and tie and carrying something walkling down the street.,57935
457078,coco-30k,A room with a desktop computer and a picture of a mummy. ,9178
295765,coco-30k,An airplane flying through the air on a clear day.,82651
399164,coco-30k,A computer desk with a desktop and laptop computer. ,51910
78537,coco-30k,a large plane is coming in to land near a big balloon man,99810
380854,coco-30k,A bathroom is shown with white decor and brown cabinets.,16082
365866,coco-30k,A toilet and container in a small room.,62234
36196,coco-30k,A airplane moving on the run way of a air port. ,7589
370207,coco-30k,A newly married couple eating cake with each other.,11351
118544,coco-30k,A man is looking at his laptop screen reading live posts.,26389
137763,coco-30k,A long marble sink in a public restroom,983
408449,coco-30k,The man is walking down the street with no shirt on.,24190
312951,coco-30k,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,13546
573924,coco-30k,You can see a blue towel hanging in the mirror.,42154
321886,coco-30k,A group of people riding on bikes down a street.,13648
483348,coco-30k,A bathroom stall that is made of wood.,55014
2164,coco-30k,Lots of sheep graze on a grass field.,14956
254750,coco-30k,"A bathroom that has a sink, toilet and mirror.",69779
331753,coco-30k,A bunch of toilets sit on display with green tags.,73810
366831,coco-30k,A bench that is sitting on a cobblestone sidewalk.,67978
107340,coco-30k,A bathroom sink sitting under a large mirror.,83089
510230,coco-30k,a street sign with a stop sign below it ,40121
506310,coco-30k,A room with an empty and open refrigerator and a shelf of bottles.,9724
385962,coco-30k,A toilet and bidet have toilet paper stacked between them.,79874
240175,coco-30k,A white bath tub sitting next to a sink in a bathroom.,13057
182450,coco-30k,A toilet sitting next to a white sink under a mirror.,78167
303413,coco-30k,A woman standing in front of a bathroom mirror.,32027
315491,coco-30k,A city street with a traffic light and street signs in front of a stone building.,97767
117759,coco-30k,A woman is seen in the mirror drying her hair.,30371
349689,coco-30k,about twenty people riding bicycles through a town area,58206
416271,coco-30k,A jetliner sitting on top of an airport tarmac.,26940
20307,coco-30k,A bicycle sitting beside a black door and steps.,92335
326781,coco-30k,A white toilet and a sink in a room.,64105
258382,coco-30k,a woman walking down the road while holding onto some bags and  an umbrella ,77068
267300,coco-30k,a dog laying down licking food off of a plate,34258
161720,coco-30k,The bathroom is in the middle of a renovation project.,9129
55727,coco-30k,A bathroom with a white toilet next to a walk in shower.,46940
37017,coco-30k,A large black dog sitting in a room.,21788
541345,coco-30k,A kitchen with a stove top oven and blue walls.,38006
522713,coco-30k, a bench sitting in the grass facing the water and boats ,49219
223930,coco-30k,A motorcycle parked next to a few bicycles.,44855
327769,coco-30k,A cat lying down in a sink in a bathroom.,41431
218476,coco-30k,A man riding on the back of a blue motorcycle.,5249
492362,coco-30k,A man on a skateboard riding by food vendors.,43037
514915,coco-30k,A large black dog laying on a kitchen floor.,8698
459680,coco-30k,"woman in long, light red dress with orange umbrella.",59403
253036,coco-30k,A van driving down a street past tall buildings.,10121
434511,coco-30k,A man sitting at a table using a laptop computer.,66036
235964,coco-30k,A woman taking a selfie in front of a large mirror.,26228
115370,coco-30k,A couple of bikers riding on top of motorcycles down a street.,59994
465735,coco-30k,A large jetliner with a painting on the side of it's cabin.,96351
384901,coco-30k,A white toilet in a bathroom next to a door.,52742
226171,coco-30k,A computer monitor sitting above a computer keyboard.,33303
348881,coco-30k,A large jetliner sitting on top of an airport runway.,99023
436280,coco-30k,A british airways passenger jet in the sky.,34677
72018,coco-30k,A picture of a room with a TV and a bathroom.,74612
281317,coco-30k,A picture of a busy road at night ,44853
413822,coco-30k,Man in period costume rides vintage motorcycle with German flag on back,29462
175570,coco-30k,A bus turning a corner at an intersection.,30264
101223,coco-30k,The view from the commercial airplane includes the wing and mountains and water. ,56068
175331,coco-30k,There are people standing at the top of this building.,21024
48791,coco-30k,A giraffe leans over a fence to eat from a happy woman's hand.,90190
255158,coco-30k,The person is riding her bicycle down the road.,54883
146659,coco-30k,A airplane flying high in the sky next to a set of white smoke lines. ,65497
193015,coco-30k,A single banana is on a white table.,96536
17207,coco-30k,A bus stuck in traffic on a busy highway.,82498
319055,coco-30k,A woman is walking her dog across the street.,32000
404785,coco-30k,a bathroom with a sink and a toilet in it,77498
137578,coco-30k,Two toilets that are sitting on a tile floor.,3283
119404,coco-30k,Two benches on a sidewalk in front of a urban street and some houses.,67566
289949,coco-30k,Old cars and horse drawn carriage on a tropical city street.,66376
197915,coco-30k,A bird that is sitting on a plate on a table.,2481
575088,coco-30k,a man sitting on a bench looking a bit like forrest gump ,10679
530836,coco-30k,A picture of a large kitchen with white cabinets and appliances.,62659
267683,coco-30k,a woman in kitchen cooking chips in fry,57679
208208,coco-30k,a view of mountains from the window of a jet airplane,85610
179187,coco-30k,A sign posted on the side of a highway.,13430
355575,coco-30k,the hands of a man crawling out of a toilet,97404
2295,coco-30k,A cat peering into a wooden bowl which is sitting on a table.,48558
298762,coco-30k,A man walking down a road with a horse and carriage coming at him.,57765
267670,coco-30k,"A toilet, mirror and sink in a toilet",53350
9772,coco-30k,A person is taking a picture of a hotel bathroom.,59126
543528,coco-30k,A big plane flying low  on a cloudy sky,46382
157155,coco-30k,The officer is riding a horse threw the streets. ,51289
22420,coco-30k,A library or store is full of books.,77542
522782,coco-30k,A triple screen computer set up on a desk next to a bed,84708
162998,coco-30k,A foggy view of an airplane sitting in a yard.,29852
423165,coco-30k,a barthroom with green walls and a  purple rug ,21104
145746,coco-30k,A room that has a bed and a bathtub.,73764
61602,coco-30k,Someone is holding the door open to a large industrial freezer.,72197
29449,coco-30k,"A small bathroom has a toilet, sink, mirror, and a small trash can.",11835
359638,coco-30k,The cat is looking out of the car window. ,89429
520489,coco-30k,"An unusual Japanese bathroom with a toilet, urinal, and sink.",58671
356920,coco-30k,A man holding an umbrella while walking down a street.,44238
473153,coco-30k,a building with some trees surrounding it ,64120
246425,coco-30k,Two airplanes flying through a blue sky with smoke pouring out of their rear ends.,37548
302110,coco-30k,A cat laying on a rug next to a sliding glass door.,51807
517600,coco-30k,Two toilets sit near each other in the same room.,72042
98018,coco-30k,This is a picture of a kitchen in a poverty area of a town.,4566
440878,coco-30k,A white toilet covered in feminine toilet coverings.,97039
234938,coco-30k,A group of wooden benches sitting on top of a wooden deck.,40227
534669,coco-30k,A large jetliner sitting on top of an airport tarmac.,8971
151081,coco-30k,A man is plowing the field in preparation.,86587
579277,coco-30k,A large store filled with lots of groceries and produce.,82744
530054,coco-30k,A small bathroom with only a toliet and sink.,59561
126941,coco-30k,A toilet room in the process of being renovated ,13895
322429,coco-30k,A wooden shelf filled with lots of glass pots and plates.,63380
546378,coco-30k,A gray cat laying on top of a wooden book shelf.,91788
275441,coco-30k,A bike parked in the  middle of a sidewalk next to a street.,10951
246963,coco-30k,A group of men riding on the back of motorcycles.,8556
4678,coco-30k,a man walks a dog by some park benches ,54752
168225,coco-30k,A picture of large glass door trimmed in white and a large beige structure beside it.,14381
308974,coco-30k,A kite flying above in a crystal clear blue sky.,73299
497568,coco-30k,A commercial plane being serviced by two people.,76432
245450,coco-30k,A subway train with a row of orange and white seats.,3011
150717,coco-30k,A group of air planes sitting on a runway.,38830
482297,coco-30k,A very plain and dull bathroom that's in someone's house. ,49723
437599,coco-30k,A silver spoon sitting on top of an unknown surface.,92688
442480,coco-30k,A turboprop airplane that is in the hangar for repair. ,62782
22671,coco-30k,A man on a motorcycle that is on a road that has grass fields on both sides and a stop sign.,98793
502136,coco-30k,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",97868
216861,coco-30k,a man on a bike that is walking dogs,27750
326564,coco-30k,"a washroom with a toilet basin, sink, sanitizers and bath tub",94873
341011,coco-30k,a bathroom with a toilet sitting next to a sink ,22726
555298,coco-30k,"A dog sleeping between a book bag and a shredder, underneath a computer desk ",24556
90387,coco-30k,a plane flys through the grey sky ,20826
113559,coco-30k,A man drives fast in a motorcycle with kids in the sidecar,63599
308276,coco-30k,A motorcycle parked on the side of a street.,29376
499423,coco-30k,A very tall church tower with a clock on the side of it.,78999
109900,coco-30k,A group of people who are standing outside by a plane and a car.,9215
512421,coco-30k,A passenger jet that is flying in the sky.,86529
48844,coco-30k,A group of people getting off an air plane.,33831
38070,coco-30k,A white toilet sitting next to a trash can in a restroom.,23511
471043,coco-30k,A restaurant kitchen with two giant menus sitting above the cooking area.,72305
36761,coco-30k,A motorcycle parked in a courtyard in front of a small restaurant. ,43902
517973,coco-30k,A white Volkswagon bug with a skateboard on the luggage rack.,75308
360899,coco-30k,A row of parked motorcycles sitting next to a white double decker bus.,54441
307989,coco-30k,A couple of kittens standing around metal bowls on a tray.,23453
465418,coco-30k,A bus driving down a street in front of a cross walk.,41657
202102,coco-30k,A person resting their head on a pillow next to an airplane window.,1891
474119,coco-30k,A man sitting on a toilet whle talking on a phone.,98854
214369,coco-30k,A man riding on the back of a motorcycle down a road.,39939
42276,coco-30k,A toilet sitting in a room surrounded by personal items.,68964
32284,coco-30k,A motorcycle parked behind a truck on a green field.,58932
443259,coco-30k,A center island in a kitchen covered in a fan.,97096
356299,coco-30k,A white sink in a bathroom under a mirror.,67882
404479,coco-30k,A large jetliner sitting on top of an airport runway.,80416
292171,coco-30k,A formation of airplanes flying through a cloudy blue sky.,25841
504297,coco-30k,A hot dog sitting on top of a white paper in a  bun.,17650
499198,coco-30k,A person holding a surfboard while standing in the ocean.,69417
406253,coco-30k,A blue motor scooter parked in a parking lot.,30299
210522,coco-30k,A group of friends standing next to each other at night.,32906
80652,coco-30k,A kitchen with a wooden table next to a metallic refrigerator freezer.,45879
537206,coco-30k,A man laying on the ground in front of a motorcycle.,42328
104801,coco-30k,A living room filled with brown furniture and a flat screen TV..,20236
196185,coco-30k,A jetliner taking off from an airport runway.,57996
159740,coco-30k,A group of jets sitting on top of an airport runway.,13022
5328,coco-30k,A white toilet sitting next to a white sink.,83960
76942,coco-30k,a man standing by his bike with his hands on the seat,56108
383282,coco-30k,A couple of zebra standing next to a giraffe.,86797
580041,coco-30k,A city street filled with traffic and parking lights.,86036
237723,coco-30k,A white bath tub sitting under a window next to a toilet.,19185
490105,coco-30k,A cat sitting on a floor in front of a flat screen TV.,32173
176778,coco-30k,A cat standing next to a white toilet near a bath tub.,83995
301014,coco-30k,two cats sitting side by side eating out of a dish,84691
195750,coco-30k,A woman in her underwear riding on top of a paddle boat.,90419
98895,coco-30k,"A room with a toilet, a door and shoes in it. ",35483
165818,coco-30k,A spiral of bananas sitting inside of a large bowl.,21450
356263,coco-30k,Police motorcycles parked while police is gather together. ,31404
575904,coco-30k,a man using a cross walk to cross a street,46517
151141,coco-30k,A city with people on a fountain and in a grass field.,21824
359140,coco-30k,a small toilet in a bathroom with tile walls,31519
128392,coco-30k,A bathroom with a white toilet next to a shower.,48052
399416,coco-30k,An airplane on a runway getting some work done.,33925
96514,coco-30k,A small white bird standing on top of a pond of water.,39314
561433,coco-30k,A man riding a motorcycle next to a red stop sign.,68117
324492,coco-30k,A colorful clock tower sitting int he middle of a parking lot.,12011
390583,coco-30k,A white toilet sitting next to a bathroom sink.,55798
564404,coco-30k,A man who looks like two face with a creepy smirk on his face.,52945
69750,coco-30k,A lot of wooden shelves filled with lots of clutter.,75730
549399,coco-30k,A purple motorcycle parked in front of a red brick building.,60564
505733,coco-30k,Ostriches and giraffes out in the grass ,98954
381382,coco-30k,A partially eaten slice of cake with a spoon on a plate.,91838
389168,coco-30k,A large living room has many items thrown around it.,1224
227511,coco-30k,Several cars parked along the side of a street next to a street sign.,31107
365444,coco-30k,A man riding a motorcycle with a helmet on. ,37413
297353,coco-30k,A man standing on a purple bed playing an electric guitar,40184
475389,coco-30k,A man sitting on a motor bike smiling with a friend close to him,12316
272241,coco-30k,A cat sitting on the back of a Paso 750.,19535
347982,coco-30k,AN OLD SCHOOL BIKE SITTING IN FRONT OF A CAFE ,63590
490286,coco-30k,A pan full of food on top of a stove.,44014
267175,coco-30k,A picture of someone's desk that has a lot of stuff on it.,20706
527060,coco-30k,A woman holding a piece of chocolate cake at a table.,80300
189424,coco-30k,A toilet and urinal side by side in a bathroom.,91320
183709,coco-30k,Four people wait to cross the street at an intersection.,81350
569016,coco-30k,A runway has many old-fashioned planes and helicopters. ,84075
166532,coco-30k,A white bath tub sitting next to a bathroom sink.,19354
82138,coco-30k,A merry go round with lots of colorful giraffe and other animals.,22194
572784,coco-30k,A giraffe is looking at the camera with a smirk on it's face.,79218
222118,coco-30k,A woman talking on a cell phone while holding luggage.,30122
327857,coco-30k,a plane flying high above the earth ,60147
276018,coco-30k,a bunch of kids walking through some grass,34929
178028,coco-30k,A bathroom vanity sink with a large mirror and hairdryer on the wall.,55506
437370,coco-30k,a large air plane is parked out on a grass field,55715
268831,coco-30k,"A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.",46277
325907,coco-30k,Adult woman taking self portrait using camera looking at mirror.,11916
150508,coco-30k,A woman sitting on top of a bench while reading a book.,18734
282711,coco-30k,A wooden table surrounded by two chairs near a kitchen counter.,74569
127050,coco-30k,The tables at the restaurant are very crowded with people. ,92691
347150,coco-30k,The mens bathroom has a urinal and a stall. ,79977
161141,coco-30k,A red bicycle with a basket on front next to a train.,36123
364145,coco-30k,A plane on a runway in an airport,56733
251344,coco-30k,Cupcakes with white frosting and different colored star frosting decoration on each.,7863
580027,coco-30k,"There is a tub, a sink, and a shower inside a bathroom.",40782
150487,coco-30k,There is a motorcycle parked against a wall.,63120
213935,coco-30k,"A pile of oranges, apples and pears next to each other.",64954
490582,coco-30k,A man and a woman on a motorcycle in helmets.,82886
22969,coco-30k,Giraffes in their wood and grass zoo enclosure,47026
350874,coco-30k,A man on a motorbike with a side car.,67926
445643,coco-30k,The back side of an airplane sitting on a runway. ,27102
335539,coco-30k,A table and some chairs in a room.,19059
110559,coco-30k,"A tiled bathroom containing a vanity sink, toilet and bathtub.",55526
354202,coco-30k,A giraffe looking over the corral fence in his zoo habitat. ,88299
510340,coco-30k,A red motorcycle is on the sidewalk in front of a business with ads on the windows.,4964
205300,coco-30k,A person on a motor bike on a road.,29553
338146,coco-30k,The kitchen has some of the best antique fixtures.,47923
485628,coco-30k,"A store room holds sinks, bathtubs and toilets",57568
489344,coco-30k,Cat on floor by toilet looking up to cat laying in sink,7958
361964,coco-30k,A man is sitting on his motorcycle and ready to go. ,60140
294350,coco-30k,A man preparing food in a restaurant kitchen.,4583
322577,coco-30k,A wooden desk with a laptop computer and a desktop computer that are both open.,72198
321885,coco-30k,A chair and table with two monitor screens,81693
574769,coco-30k,A woman in a room with a cat.,37217
147576,coco-30k,A couple of boats and car on a street.,25665
536444,coco-30k,there is an air plane that is in the sky ,41546
99908,coco-30k,A car stopped by three cows crossing a road.,20552
33815,coco-30k,A motor bike on a road with people seated on the roadside,87289
93604,coco-30k,A kitchen with granite counter tops and a large oven.,89548
487222,coco-30k,there's and airplane in the sky flying over some trees,52936
327314,coco-30k,A motorcycle sits on a sidewalk near a building,15106
490638,coco-30k,People are at a stop light on a snowy street.,40446
69494,coco-30k,A white toilet and towel in a room.,15286
56736,coco-30k,A military air craft flies in the sky with landing gear down. ,45724
